name,number,length,sample_rate,mfccs,chroma,mel,contrast,tonnetz
spongebob,40,371519,32000,-9.941437,0.3275952,0.7362328,20.808822916038213,0.007953075770201141
spongebob,5,371519,32000,-9.654534,0.32589355,0.67659473,20.77933989584541,0.013087734603548576
spongebob,6,371519,32000,-10.007989,0.34594002,0.3978048,20.515611850965268,0.0001912526834984556
spongebob,7,371519,32000,-10.098922,0.33388114,0.5179134,20.295479317092123,0.007215882632830973
spongebob,8,371519,32000,-10.266084,0.42795554,0.29954022,18.71071096578323,-0.006533721127121691
spongebob,9,371519,32000,-10.891932,0.4778473,0.2277235,17.825075852932144,0.004852624580140232
squidward_tentacles,1,143777,32000,-5.8432775,0.49499783,2.749854,18.02766569594402,-0.0036889076586291295
squidward_tentacles,10,231828,32000,-8.971921,0.5042721,0.6436893,17.627108258118344,-0.00803968293162996
squidward_tentacles,11,203221,32000,-6.464516,0.439296,3.3049805,18.02093597013708,-0.013211065663630414
squidward_tentacles,12,197648,32000,-5.855678,0.48215503,2.6907482,17.505376180782903,-0.011736596725913769
squidward_tentacles,13,228855,32000,-8.224382,0.43766013,1.6014695,18.915749582907203,-0.006475187169922221
squidward_tentacles,14,219567,32000,-8.059142,0.48316047,0.6452919,18.787567213707018,0.012692264564562334
squidward_tentacles,15,175728,32000,-9.540485,0.46975806,1.4201471,18.770835164819143,-0.005865185432457444
squidward_tentacles,16,168298,32000,-7.937205,0.47096333,0.87169164,17.977922849694085,-0.00763868767178584
squidward_tentacles,17,182415,32000,-5.6606402,0.45479408,2.9156275,17.758547879796357,-0.0011290499913564045
squidward_tentacles,18,253376,32000,-6.0888414,0.47702453,2.5085378,17.794985874964258,0.008156247804258582
squidward_tentacles,19,182787,32000,-5.407332,0.47930688,2.3287604,17.285139200484984,-0.002468714861417409
squidward_tentacles,2,141548,32000,-7.504375,0.48009226,1.4715723,17.97621891570546,0.001611113552684787
squidward_tentacles,20,203592,32000,-7.759367,0.43919083,1.1287353,18.87963519354355,-0.0003181949300790692
squidward_tentacles,21,164954,32000,-5.7752666,0.46694773,1.8984905,17.708877758842362,0.0053768204450999665
squidward_tentacles,22,258205,32000,-5.6914997,0.46301365,2.7268758,17.8531887251425,0.0013788414853926436
squidward_tentacles,23,191332,32000,-5.5946064,0.4597712,2.3342195,17.505610458070652,-0.013804005072540025
squidward_tentacles,24,124458,32000,-6.365027,0.469003,2.0759594,18.01387007657054,-0.004822397047798021
squidward_tentacles,25,91393,32000,-5.336806,0.4909035,1.6612457,17.58069187290704,-0.006986491347586613
squidward_tentacles,26,135233,32000,-6.4423237,0.40020922,3.70967,19.296246847216626,-0.011586921036421265
squidward_tentacles,27,164583,32000,-5.88998,0.464875,3.1504579,17.65555218750424,-0.007910970485887368
squidward_tentacles,28,371519,32000,-5.890641,0.43743575,2.8054955,17.94728768797032,0.002113010287909512
squidward_tentacles,29,196905,32000,-9.148253,0.41988415,1.2935896,19.58457512700169,0.0030512418003119275
squidward_tentacles,3,165697,32000,-5.4663,0.45299968,2.3902159,17.496864597519355,-0.00673946824991473
squidward_tentacles,30,196905,32000,-9.148253,0.41988415,1.2935896,19.58457512700169,0.0030512418003119275
squidward_tentacles,31,78019,32000,-8.944137,0.43898073,1.7600864,19.613857935954815,-0.0005543658075092589
squidward_tentacles,32,258577,32000,-5.917884,0.46164492,3.087243,17.85450317577542,0.0036742636097365166
squidward_tentacles,33,162725,32000,-5.912506,0.46011966,3.5220802,17.541541162184988,0.0019071577458941536
squidward_tentacles,34,344026,32000,-5.2648554,0.455722,3.0074756,17.44195867963221,-0.008759423943690616
squidward_tentacles,35,210279,32000,-5.513762,0.4435564,3.098905,17.975147316374688,-0.008519659948395346
squidward_tentacles,36,143777,32000,-8.058627,0.42380777,1.3320123,19.14654481883989,-0.004273320287046331
squidward_tentacles,37,143777,32000,-8.058611,0.4238071,1.3320124,19.146385926562555,-0.004273331320580822
squidward_tentacles,38,203592,32000,-6.3597784,0.47761688,2.8261287,17.78292243223355,-0.004916928746760324
squidward_tentacles,39,102539,32000,-8.328061,0.4259461,1.6764437,18.835889072253664,0.009033876642311646
squidward_tentacles,4,111455,32000,-6.052318,0.45358947,2.1402757,17.87665082907356,-0.0011019558751649602
squidward_tentacles,40,153808,32000,-8.424252,0.45754725,1.4837278,18.67611199832979,0.004431027590946957
squidward_tentacles,5,264893,32000,-5.630172,0.47515538,2.9780052,17.068780960493864,-0.004970365098578196
squidward_tentacles,6,264893,32000,-5.630172,0.47515538,2.9780052,17.068780960493864,-0.004970365098578196
squidward_tentacles,7,190217,32000,-7.7438917,0.44758064,0.9577404,18.230174418882957,-0.005965137485764293
squidward_tentacles,8,178700,32000,-9.083691,0.4497299,1.7596503,18.815900738533212,0.00021404269108068802
squidward_tentacles,9,230341,32000,-9.338684,0.43752953,1.0319307,18.657316027800125,0.0027705713485514124
